date,growth_prob,inflation_prob,growth_high,inflation_high,model_quadrant,model,actual_growth_score,actual_inflation_score,actual_growth_high,actual_inflation_high,actual_quadrant,growth_match,inflation_match,quadrant_match
2006-01-31,0.8142647412964157,0.6207694577207842,True,True,过热,模型A：均值—方差切换,0.4073169104522778,0.14973398492933282,True,True,过热,True,True,True
2006-02-28,0.9027423704259808,0.4856169914187325,True,False,复苏,模型A：均值—方差切换,0.9470466006893414,-0.11791458440576813,True,False,复苏,True,True,True
2006-03-31,0.9999986753382015,0.4818742469617201,True,False,复苏,模型A：均值—方差切换,1.3914776275827943,-0.20186302390600258,True,False,复苏,True,True,True
2006-04-30,0.9999864707283586,0.4874341125619484,True,False,复苏,模型A：均值—方差切换,1.8388254925569156,-0.1652856863123435,True,False,复苏,True,True,True
2006-05-31,0.9999996802331241,0.498124415849474,True,False,复苏,模型A：均值—方差切换,1.3033696278433267,-0.05058283760650184,True,False,复苏,True,True,True
2006-06-30,0.9999967654143247,0.49981570967269007,True,False,复苏,模型A：均值—方差切换,1.2850858079075551,0.0965335128686027,True,True,过热,True,False,False
2006-07-31,0.9985173780969402,0.4999859164662457,True,False,复苏,模型A：均值—方差切换,0.7595517784807821,-0.028425100083176558,True,False,复苏,True,True,True
2006-08-31,0.9988583369489995,0.4998435637269375,True,False,复苏,模型A：均值—方差切换,0.8210139736355202,0.03059185859950278,True,True,过热,True,False,False
2006-09-30,0.9999834881048048,0.49992805633963266,True,False,复苏,模型A：均值—方差切换,1.593173842867329,0.09431709493965987,True,True,过热,True,False,False
2006-10-31,0.9975725301193907,0.5013611715514404,True,True,过热,模型A：均值—方差切换,1.0540240808869885,0.0015029837236540944,True,True,过热,True,True,True
2006-11-30,0.9961164963090676,0.5172036955567622,True,True,过热,模型A：均值—方差切换,1.1827821473577962,0.1198123428886049,True,True,过热,True,True,True
2006-12-31,0.9973565712320214,0.522384072449523,True,True,过热,模型A：均值—方差切换,1.0730849600088463,0.39216918988118366,True,True,过热,True,True,True
2007-01-31,0.9999999755101017,0.5081030612798337,True,True,过热,模型A：均值—方差切换,1.8506268239441583,0.25640392908428256,True,True,过热,True,True,True
2007-02-28,0.9587796323423244,0.5510640287462757,True,True,过热,模型A：均值—方差切换,0.5979257016708673,0.31043716830989204,True,True,过热,True,True,True
2007-03-31,0.9999651026099681,0.9295406086286879,True,True,过热,模型A：均值—方差切换,1.5295718688180115,0.47944869804093515,True,True,过热,True,True,True
2007-04-30,0.9999964377104663,0.9697642411287796,True,True,过热,模型A：均值—方差切换,1.99170105512483,0.4226481572871987,True,True,过热,True,True,True
2007-05-31,0.9999997557313556,0.988383899133628,True,True,过热,模型A：均值—方差切换,1.4893103316797136,0.5168523610333707,True,True,过热,True,True,True
2007-06-30,0.9999991730027008,0.9984646858218555,True,True,过热,模型A：均值—方差切换,1.3541329285251633,0.7457136166119728,True,True,过热,True,True,True
2007-07-31,0.9998491741134092,0.9981926766955174,True,True,过热,模型A：均值—方差切换,1.02465283688527,1.0515986161043882,True,True,过热,True,True,True
2007-08-31,0.9999050411849835,0.9982819202103399,True,True,过热,模型A：均值—方差切换,1.1220970113891457,1.3106569555233105,True,True,过热,True,True,True
2007-09-30,0.9999998745955015,0.9987252209526417,True,True,过热,模型A：均值—方差切换,1.623125015125769,1.2427743251248597,True,True,过热,True,True,True
2007-10-31,0.9997498243790341,0.999841197708777,True,True,过热,模型A：均值—方差切换,0.9983955618935847,1.3771494933915946,True,True,过热,True,True,True
2007-11-30,0.9999975669535697,0.9998985007075957,True,True,过热,模型A：均值—方差切换,1.3745565273555158,1.63204399698612,True,True,过热,True,True,True
2007-12-31,0.999977174520424,0.9999860339731073,True,True,过热,模型A：均值—方差切换,1.362692044103484,1.6242800924687175,True,True,过热,True,True,True
2008-01-31,0.9987349547408466,0.9999941676124217,True,True,过热,模型A：均值—方差切换,0.7803639069041786,1.8564595331746305,True,True,过热,True,True,True
2008-02-29,0.9973199666696457,0.9999980637423349,True,True,过热,模型A：均值—方差切换,0.8566074233916141,2.335231572890688,True,True,过热,True,True,True
2008-03-31,0.9999898277956714,0.9999806800619508,True,True,过热,模型A：均值—方差切换,1.982364880360422,2.377337071774499,True,True,过热,True,True,True
2008-04-30,0.9987982976711558,0.9999605333655104,True,True,过热,模型A：均值—方差切换,1.9837276000689164,2.4488197708659554,True,True,过热,True,True,True
2008-05-31,0.9964265073062883,0.9999901103695894,True,True,过热,模型A：均值—方差切换,0.8807249194887199,2.2493292737288977,True,True,过热,True,True,True
2008-06-30,0.9848031291961463,0.99998332547531,True,True,过热,模型A：均值—方差切换,0.6329334909045541,2.160108789439795,True,True,过热,True,True,True
2008-07-31,0.8648840272568064,0.9976635416255192,True,True,过热,模型A：均值—方差切换,-0.14681130379012597,2.08141306943012,False,True,滞胀,False,True,False
2008-08-31,0.6777737710434836,0.9125918989329816,True,True,过热,模型A：均值—方差切换,-0.2835428253168486,1.7162356694554328,False,True,滞胀,False,True,False
2008-09-30,0.6555569647896662,0.6312522287912319,True,True,过热,模型A：均值—方差切换,0.14941224791761745,1.5342075157164277,True,True,过热,True,True,True
2008-10-31,0.7990070214265584,0.45397567587181786,True,False,复苏,模型A：均值—方差切换,-1.338890441959554,1.0947929986543619,False,True,滞胀,False,False,False
2008-11-30,0.9994907669573382,0.007887472326737612,True,False,复苏,模型A：均值—方差切换,-2.645920515382544,0.16387170143397173,False,True,滞胀,False,False,False
2008-12-31,0.9999317437254008,8.830816020771233e-05,True,False,复苏,模型A：均值—方差切换,-2.1668702288484454,-0.4988565846182359,False,False,衰退,False,True,False
2009-01-31,0.999999999999658,1.5200525331830812e-06,True,False,复苏,模型A：均值—方差切换,-2.006423148418344,-0.7964139124618592,False,False,衰退,False,True,False
2009-02-28,0.6319126130549109,6.606273222989788e-07,True,False,复苏,模型A：均值—方差切换,-0.29871267624259,-1.6048942235234163,False,False,衰退,False,True,False
2009-03-31,0.5921772987221223,2.6415165472837534e-07,True,False,复苏,模型A：均值—方差切换,0.1550545254152711,-1.6691639016966549,True,False,复苏,True,True,True
2009-04-30,0.5880501994103426,6.10282536350702e-07,True,False,复苏,模型A：均值—方差切换,0.2927602370574446,-1.8146211596081034,True,False,复苏,True,True,True
2009-05-31,0.578264555255844,5.74069506133134e-07,True,False,复苏,模型A：均值—方差切换,0.33165905448724936,-1.8547921241286662,True,False,复苏,True,True,True
2009-06-30,0.6780445889346208,1.5705679822866142e-05,True,False,复苏,模型A：均值—方差切换,0.48025505926600376,-2.0002493820401153,True,False,复苏,True,True,True
2009-07-31,0.9126949332346661,0.003484444332292407,True,False,复苏,模型A：均值—方差切换,0.5065123342576892,-2.0708993139666925,True,False,复苏,True,True,True
2009-08-31,0.9997939717532627,0.018862226873934646,True,False,复苏,模型A：均值—方差切换,0.7478844261581151,-1.8752907690883358,True,False,复苏,True,True,True
2009-09-30,0.9999999999559023,0.13150458073059632,True,False,复苏,模型A：均值—方差切换,0.9202093974409316,-1.6735902957884377,True,False,复苏,True,True,True
2009-10-31,0.999999999999972,0.6467655247170617,True,True,过热,模型A：均值—方差切换,1.2500780186738685,-1.468289753795533,True,False,复苏,True,False,False
2009-11-30,0.9999999999999901,0.9854166851095405,True,True,过热,模型A：均值—方差切换,1.4731662906385212,-0.760957667364877,True,False,复苏,True,False,False
2009-12-31,0.9999999999999997,0.9984430231107106,True,True,过热,模型A：均值—方差切换,1.689643827255754,0.00012577472569336862,True,True,过热,True,True,True
2010-01-31,0.9999999999975914,0.9851783471892688,True,True,过热,模型A：均值—方差切换,2.307171152352425,0.185190230026315,True,True,过热,True,True,True
2010-02-28,0.998233984460318,0.9962912778523845,True,True,过热,模型A：均值—方差切换,0.4026488230700737,0.6196274693974135,True,True,过热,True,True,True
2010-03-31,0.9999999623562642,0.9888561743226489,True,True,过热,模型A：均值—方差切换,1.3749450569485597,0.5982896155067619,True,True,过热,True,True,True
2010-04-30,0.9999999993157732,0.9210302360767288,True,True,过热,模型A：均值—方差切换,1.4677211440702311,0.8033147157000743,True,True,过热,True,True,True
2010-05-31,0.9988916644757392,0.7244705550195909,True,True,过热,模型A：均值—方差切换,1.0310721735690114,0.9177421226063239,True,True,过热,True,True,True
2010-06-30,0.8840653582020003,0.5497175535962675,True,True,过热,模型A：均值—方差切换,0.48647726502038047,0.7853079304689398,True,True,过热,True,True,True
2010-07-31,0.653370498416281,0.024669283908584947,True,False,复苏,模型A：均值—方差切换,0.29334016531416773,0.7166054164378155,True,True,过热,True,False,False
2010-08-31,0.5134324689061033,0.0004991567174087992,True,False,复苏,模型A：均值—方差切换,0.42462654027260005,0.7116216969807456,True,True,过热,True,False,False
2010-09-30,0.506839718773366,0.011712229172989705,True,False,复苏,模型A：均值—方差切换,0.7817266266126719,0.7390514792929386,True,True,过热,True,False,False
2010-10-31,0.5060960390980371,0.1534883553860223,True,False,复苏,模型A：均值—方差切换,0.9388817469697484,1.0283069025521807,True,True,过热,True,False,False
2010-11-30,0.511236420226052,0.6857430408512485,True,True,过热,模型A：均值—方差切换,1.0485789343186982,1.3255952303623142,True,True,过热,True,True,True
2010-12-31,0.5367896976186494,0.8715021591840704,True,True,过热,模型A：均值—方差切换,0.815180297474186,1.1795806470855785,True,True,过热,True,True,True
2011-01-31,0.6867330741499694,0.9941777192037939,True,True,过热,模型A：均值—方差切换,0.6101787145159416,1.3327953677483273,True,True,过热,True,True,True
2011-02-28,0.9582631323329912,0.9999107798297528,True,True,过热,模型A：均值—方差切换,0.5918948945801699,1.414194024783023,True,True,过热,True,True,True
2011-03-31,0.9866983004911438,0.9999665655840018,True,True,过热,模型A：均值—方差切换,0.8134290481726489,1.5386114034952918,True,True,过热,True,True,True
2011-04-30,0.9316988830207176,0.9999475196893683,True,True,过热,模型A：均值—方差切换,0.617375110385769,1.4740437506305817,True,True,过热,True,True,True
2011-05-31,0.661724415611478,0.9999564458251704,True,True,过热,模型A：均值—方差切换,0.43863080241921126,1.5157290141617712,True,True,过热,True,True,True
2011-06-30,0.5297035372444951,0.9999587726792668,True,True,过热,模型A：均值—方差切换,0.3584962577356578,1.7734011261101885,True,True,过热,True,True,True
2011-07-31,0.5056687364903365,0.999833754676153,True,True,过热,模型A：均值—方差切换,0.24121414492383803,1.8452146130318,True,True,过热,True,True,True
2011-08-31,0.5006341555133912,0.999853723244015,True,True,过热,模型A：均值—方差切换,0.24335392381841756,1.7341118330189649,True,True,过热,True,True,True
2011-09-30,0.5001725399206415,0.9787974669961186,True,True,过热,模型A：均值—方差切换,0.32212574879347783,1.6311024570004662,True,True,过热,True,True,True
2011-10-31,0.49353021074313264,0.8853545720257499,False,True,滞胀,模型A：均值—方差切换,0.12646034059964023,1.3120952948518458,True,True,过热,False,True,False
2011-11-30,0.4886655371211287,0.31460943228663285,False,False,衰退,模型A：均值—方差切换,-0.1979631340650048,0.7251396694363021,False,True,滞胀,True,False,False
2011-12-31,0.49743267818886605,0.13060766582133124,False,False,衰退,模型A：均值—方差切换,0.07861387799847105,0.5701957074067794,True,True,过热,False,False,False
2012-01-31,0.5261412745652699,0.06253747582723784,True,False,复苏,模型A：均值—方差切换,-0.602903950740562,0.5769904122127272,False,True,滞胀,False,False,False
2012-02-29,0.5918504991641641,0.00026874884190569346,True,False,复苏,模型A：均值—方差切换,0.8237336807868229,0.157235331179349,True,True,过热,True,False,False
2012-03-31,0.5757231081942183,3.268207466895056e-05,True,False,复苏,模型A：均值—方差切换,0.5475509305820748,0.22373431081373601,True,True,过热,True,False,False
2012-04-30,0.45447754333350937,0.00012383515202016773,False,False,衰退,模型A：均值—方差切换,0.3985663962102765,0.12897922346837956,True,True,过热,False,False,False
2012-05-31,0.0809693265310107,0.00026990647788471773,False,False,衰退,模型A：均值—方差切换,-0.13260991071415026,-0.05388169743550478,False,False,衰退,True,True,True
2012-06-30,0.015746033453979777,0.000739641056970131,False,False,衰退,模型A：均值—方差切换,-0.17792806482769483,-0.3398124938013325,False,False,衰退,True,True,True
2012-07-31,0.004456004959090629,0.006871417215097321,False,False,衰退,模型A：均值—方差切换,-0.21857813155903663,-0.5326472953854595,False,False,衰退,True,True,True
2012-08-31,0.0029279038538601253,0.007291795232450409,False,False,衰退,模型A：均值—方差切换,-0.41171523126524934,-0.5476048955227719,False,False,衰退,True,True,True
2012-09-30,0.0033269221655559057,0.0005131246201736544,False,False,衰退,模型A：均值—方差切换,-0.27576076892461426,-0.5816839316217933,False,False,衰退,True,True,True
2012-10-31,0.004883590277464179,0.0006113308134257603,False,False,衰退,模型A：均值—方差切换,-0.17073166895786734,-0.5467785701239956,False,False,衰退,True,True,True
2012-11-30,0.023279730912762774,0.0014227564779784178,False,False,衰退,模型A：均值—方差切换,-0.05850617312129425,-0.4057541480704324,False,False,衰退,True,True,True
2012-12-31,0.15892467815133815,0.010784282765762718,False,False,衰退,模型A：均值—方差切换,-0.044113381381639144,-0.24533284825556823,False,False,衰退,True,True,True
2013-01-31,0.5002580098863211,0.03228662328907846,True,False,复苏,模型A：均值—方差切换,0.45029815474187834,-0.3356663661889787,True,False,复苏,True,True,True
2013-02-28,0.49954817445726435,0.34373667274132763,False,False,衰退,模型A：均值—方差切换,-0.7223258424469626,-0.02151568540005505,False,False,衰退,True,True,True
2013-03-31,0.10488967522738804,0.3218955853120474,False,False,衰退,模型A：均值—方差切换,-0.08768028619364807,-0.35640448201521896,False,False,衰退,True,True,True
2013-04-30,0.030551529478684246,0.19311057233659332,False,False,衰退,模型A：均值—方差切换,-0.11607734007991428,-0.3506713298826786,False,False,衰退,True,True,True
2013-05-31,0.010311489607905506,0.038136744859861266,False,False,衰退,模型A：均值—方差切换,-0.08515197770602481,-0.4541826852359016,False,False,衰退,True,True,True
2013-06-30,0.004898827796593981,0.0220385664977372,False,False,衰退,模型A：均值—方差切换,-0.2401673191685191,-0.28523120003783187,False,False,衰退,True,True,True
2013-07-31,0.006492029354625675,0.006677416571221819,False,False,衰退,模型A：均值—方差切换,-0.144474393966182,-0.23607788488474135,False,False,衰退,True,True,True
2013-08-31,0.009456580401701732,0.000376332222963741,False,False,衰退,模型A：均值—方差切换,0.03932653097562388,-0.19233999354290074,True,False,复苏,False,True,False
2013-09-30,0.006110873421720326,0.001563599009548026,False,False,衰退,模型A：均值—方差切换,0.04399461835782799,-0.03357154708120896,True,False,复苏,False,True,False
2013-10-31,0.013387197113312379,0.0005348506152081436,False,False,衰退,模型A：均值—方差切换,0.1083736515932319,-0.011902198095079308,True,False,复苏,False,True,False
2013-11-30,0.016213234232281312,0.006233996891163022,False,False,衰退,模型A：均值—方差切换,0.08678446398374931,-0.05136023216185781,True,False,复苏,False,True,False
2013-12-31,0.007557289134700664,0.0039611939746705595,False,False,衰退,模型A：均值—方差切换,-0.011048240113168802,-0.1813989087697473,False,False,衰退,True,True,True
2014-01-31,0.004127986938354246,0.0049728332622628185,False,False,衰退,模型A：均值—方差切换,-0.19270938616039368,-0.2157452780167594,False,False,衰退,True,True,True
2014-02-28,0.002675036045278634,0.00016803255240813178,False,False,衰退,模型A：均值—方差切换,-0.22830283591648737,-0.3964612181480402,False,False,衰退,True,True,True
2014-03-31,0.002212639746918517,9.441050922428444e-05,False,False,衰退,模型A：均值—方差切换,-0.2092419567946295,-0.3157613831763636,False,False,衰退,True,True,True
2014-04-30,0.0018977931343882668,3.774420174442086e-05,False,False,衰退,模型A：均值—方差切换,-0.1973774735425979,-0.43633006121465734,False,False,衰退,True,True,True
2014-05-31,0.0020069772489072057,0.00010965437504308969,False,False,衰退,模型A：均值—方差切换,-0.11393756118533477,-0.1966066509191925,False,False,衰退,True,True,True
2014-06-30,0.0024418457234149024,0.00013292352528522787,False,False,衰退,模型A：均值—方差切换,-0.04703021946230637,-0.19640390620419962,False,False,衰退,True,True,True
2014-07-31,0.0028410491811073687,0.0001798883722282998,False,False,衰退,模型A：均值—方差切换,0.07200314265105183,-0.18316024353229737,True,False,复苏,False,True,False
2014-08-31,0.002321817435329382,0.0006143416049849464,False,False,衰退,模型A：均值—方差切换,-0.1934864453464799,-0.2977496342044339,False,False,衰退,True,True,True
2014-09-30,0.0018177627323719674,0.00035907409782249525,False,False,衰退,模型A：均值—方差切换,-0.11432609077837727,-0.45942932185326013,False,False,衰退,True,True,True
2014-10-31,0.0016421667569335916,0.0005664164946194727,False,False,衰退,模型A：均值—方差切换,-0.19309791575343743,-0.5154940385224313,False,False,衰退,True,True,True
2014-11-30,0.0019550939037594295,9.872960619777187e-05,False,False,衰退,模型A：均值—方差切换,-0.3243842907118698,-0.6079517476002578,False,False,衰退,True,True,True
2014-12-31,0.005078737502322063,0.00013065527720167234,False,False,衰退,模型A：均值—方差切换,-0.31213127786679423,-0.6594754704194186,False,False,衰退,True,True,True
2015-01-31,0.02702749941361872,5.532896216410697e-06,False,False,衰退,模型A：均值—方差切换,-0.2469751854453042,-0.966103902442193,False,False,衰退,True,True,True
2015-02-28,0.06796390976056585,1.0059750207896481e-05,False,False,衰退,模型A：均值—方差切换,-0.6596980585130958,-0.8433659394567119,False,False,衰退,True,True,True
2015-03-31,0.021386616050910065,9.00905761589063e-06,False,False,衰退,模型A：均值—方差切换,-0.47764838287282707,-0.8316239707910955,False,False,衰退,True,True,True
2015-04-30,0.005703976590365867,9.99773600547189e-05,False,False,衰退,模型A：均值—方差切换,-0.4560591952633445,-0.7978893284552379,False,False,衰退,True,True,True
2015-05-31,0.0024008816049779567,0.00013634591898817363,False,False,衰退,模型A：均值—方差切换,-0.4226055244018303,-0.8749655880093733,False,False,衰退,True,True,True
2015-06-30,0.0016085951696335268,0.00016708986795358207,False,False,衰退,模型A：均值—方差切换,-0.3722307533130377,-0.8557092641960056,False,False,衰退,True,True,True
2015-07-31,0.0016933122117365183,0.0002553791424400666,False,False,衰退,模型A：均值—方差切换,-0.46792367851537625,-0.8498039222881234,False,False,衰退,True,True,True
2015-08-31,0.0018398350354801732,0.0003244324621918413,False,False,衰退,模型A：均值—方差切换,-0.517909920011125,-0.8300465209872856,False,False,衰退,True,True,True
2015-09-30,0.0024152955101773566,0.0009792272122960586,False,False,衰退,模型A：均值—方差切换,-0.5276346243685772,-0.927222847883159,False,False,衰退,True,True,True
2015-10-31,0.0018422832797011356,4.182359761110405e-05,False,False,衰退,模型A：均值—方差切换,-0.5348310202384048,-1.0086233112702596,False,False,衰退,True,True,True
2015-11-30,0.001547506336253331,2.808152104659569e-05,False,False,衰退,模型A：均值—方差切换,-0.5297744032631567,-0.9511896382255313,False,False,衰退,True,True,True
2015-12-31,0.0015376398409531165,1.8337586779090622e-05,False,False,衰退,模型A：均值—方差切换,-0.53230271175078,-0.9210777583157378,False,False,衰退,True,True,True
2016-01-31,0.0016972018817641348,0.0002466242807851465,False,False,衰退,模型A：均值—方差切换,-0.5919519857646998,-0.8019420737520105,False,False,衰退,True,True,True
2016-02-29,0.0024233171779880973,0.0006054586829367182,False,False,衰退,模型A：均值—方差切换,-0.7371936103205784,-0.6260058484345469,False,False,衰退,True,True,True
2016-03-31,0.0017089869956339616,0.0002729028792625422,False,False,衰退,模型A：均值—方差切换,-0.3722307533130377,-0.5591471774809957,False,False,衰退,True,True,True
2016-04-30,0.0014824449446278341,0.0002307448464058907,False,False,衰退,模型A：均值—方差切换,-0.44886279939351703,-0.4524399973504935,False,False,衰退,True,True,True
2016-05-31,0.001449559808804186,0.000664762270137836,False,False,衰退,模型A：均值—方差切换,-0.44886279939351703,-0.4619815355488387,False,False,衰退,True,True,True
2016-06-30,0.0014617126789748841,0.0035800758779808827,False,False,衰退,模型A：均值—方差切换,-0.4535308867757212,-0.4817992128860926,False,False,衰退,True,True,True
2016-07-31,0.0014995494039914145,0.017812283386730122,False,False,衰退,模型A：均值—方差切换,-0.48698455763723547,-0.41216965383612497,False,False,衰退,True,True,True
2016-08-31,0.0017979742034752721,0.07436667285708318,False,False,衰退,模型A：均值—方差切换,-0.3700909744184582,-0.4243870271108974,False,False,衰退,True,True,True
2016-09-30,0.0029949332759213916,0.16903282768640376,False,False,衰退,模型A：均值—方差切换,-0.38448376615811325,-0.171863858164421,False,False,衰退,True,True,True
2016-10-31,0.008866004842728958,0.38833684234878263,False,False,衰退,模型A：均值—方差切换,-0.23199673318324085,-0.00370834017021693,False,False,衰退,True,True,True
2016-11-30,0.017140100410354783,0.4853302176094833,False,False,衰退,模型A：均值—方差切换,-0.12949594170411854,0.27015905688433484,False,True,滞胀,True,False,False
2016-12-31,0.03041639379335104,0.4997779899384077,False,False,衰退,模型A：均值—方差切换,-0.20107137080935125,0.46771460289156164,False,True,滞胀,True,False,False
2017-01-31,0.12229897199377616,0.5011432295579346,False,True,滞胀,模型A：均值—方差切换,-0.4405398644343526,0.7472359241428772,False,True,滞胀,True,True,True
2017-02-28,0.17492735156053651,0.5000153141140267,False,True,滞胀,模型A：均值—方差切换,0.14812042798831604,0.3865959362283126,True,True,过热,False,True,False
2017-03-31,0.05423152036431124,0.500014529703969,False,True,滞胀,模型A：均值—方差切换,-0.009685520404675532,0.3907533302866061,False,True,滞胀,True,True,True
2017-04-30,0.01896484794815002,0.5000973711721551,False,True,滞胀,模型A：均值—方差切换,-0.20321114970393075,0.3367329745932023,False,True,滞胀,True,True,True
2017-05-31,0.013404888217500209,0.49942686074421594,False,False,衰退,模型A：均值—方差切换,-0.20321114970393075,0.31595888783394055,False,True,滞胀,True,False,False
2017-06-30,0.01545080407118514,0.4945190029058104,False,False,衰退,模型A：均值—方差切换,-0.028746399526533406,0.31595888783394055,False,True,滞胀,True,False,False
2017-07-31,0.014570411399788227,0.47301613157919903,False,False,衰退,模型A：均值—方差切换,-0.17228578733004118,0.289637314486219,False,True,滞胀,True,False,False
2017-08-31,0.01923190548271649,0.4691601669744379,False,False,衰退,模型A：均值—方差切换,-0.1438887334437736,0.4835803250348174,False,True,滞胀,True,False,False
2017-09-30,0.02473582544024201,0.47683653734053516,False,False,衰退,模型A：均值—方差切换,0.03271579562820329,0.49742971620765863,True,True,过热,False,False,False
2017-10-31,0.014852243385256056,0.5304390133471109,False,True,滞胀,模型A：均值—方差切换,-0.14855682082597776,0.5763944362508232,False,True,滞胀,True,True,True
2017-11-30,0.018367589564278496,0.5391494191143941,False,True,滞胀,模型A：均值—方差切换,-0.11763145845208824,0.40184830346352574,False,True,滞胀,True,True,True
2017-12-31,0.07092029674986541,0.5122432652131922,False,True,滞胀,模型A：均值—方差切换,-0.14855682082597776,0.328431070008821,False,True,滞胀,True,True,True
2018-01-31,0.5016422405056725,0.5000062162856768,True,True,过热,模型A：均值—方差切换,0.45881179037162495,0.18297381209737215,True,True,过热,True,True,True
2018-02-28,0.500701353375932,0.5003783112780394,True,True,过热,模型A：均值—方差切换,-0.9950799659966264,0.48498330109718946,False,True,滞胀,False,True,False
2018-03-31,0.07052500311198132,0.49866458292149124,False,False,衰退,模型A：均值—方差切换,-0.18201049168749203,0.20791817644713298,False,True,滞胀,True,False,False
2018-04-30,0.012347738945892785,0.4935470141552874,False,False,衰退,模型A：均值—方差切换,-0.12910741211107613,0.16219972533811045,False,True,滞胀,True,False,False
2018-05-31,0.004099774506232921,0.4956465889184156,False,False,衰退,模型A：均值—方差切换,-0.048195808241436405,0.23977435285110865,False,True,滞胀,True,False,False
2018-06-30,0.0024313586863763366,0.49865357983587594,False,False,衰退,模型A：均值—方差切换,-0.18201049168749203,0.3325884640671144,False,True,滞胀,True,False,False
2018-07-31,0.0018372149538381964,0.5001950664621574,False,True,滞胀,模型A：均值—方差切换,-0.23919312905306833,0.37414952111784344,False,True,滞胀,True,True,True
2018-08-31,0.0018461508227685275,0.5004751031879682,False,True,滞胀,模型A：均值—方差切换,-0.212935854061383,0.3713822195897163,False,True,滞胀,True,True,True
2018-09-30,0.003061492809046214,0.5019557192688088,False,True,滞胀,模型A：均值—方差切换,-0.32982943728016023,0.3686149180615893,False,True,滞胀,True,True,True
2018-10-31,0.0017082342632956566,0.49895053740718254,False,False,衰退,模型A：均值—方差切换,-0.4369983161414853,0.3353686491274471,False,True,滞胀,True,False,False
2018-11-30,0.0016903486109912987,0.4682904375387603,False,False,衰退,模型A：均值—方差切换,-0.5111020537343414,0.1899113912159984,False,True,滞胀,True,False,False
2018-12-31,0.002566344720105158,0.09587458723163947,False,False,衰退,模型A：均值—方差切换,-0.6038781408560128,-0.08853094243201891,False,False,衰退,True,True,True
2019-01-31,0.00480609039551801,0.006266066395379747,False,False,衰退,模型A：均值—方差切换,-0.5058186101812459,-0.22983080628517422,False,False,衰退,True,True,True
2019-02-28,0.01486508438225699,0.0002705869746614243,False,False,衰退,模型A：均值—方差切换,-0.810343964295307,-0.2824739529806173,False,False,衰退,True,True,True
2019-03-31,0.009230811070366496,0.0002623459455035368,False,False,衰退,模型A：均值—方差切换,-0.19270938616039368,-0.03865509726470297,False,False,衰退,True,True,True
2019-04-30,0.0029522370107324166,0.0007385163650218894,False,False,衰退,模型A：均值—方差切换,-0.4920411746124821,0.06939849765431033,False,True,滞胀,True,False,False
2019-05-31,0.002377032579123339,0.0024262751220312916,False,False,衰退,模型A：均值—方差切换,-0.6542529119448053,0.08879537541561133,False,True,滞胀,True,False,False
2019-06-30,0.0018823344295486582,0.021733551842973566,False,False,衰退,模型A：均值—方差切换,-0.5606997656370477,0.02230283754732712,False,True,滞胀,True,False,False
2019-07-31,0.002237485177962027,0.1985192267108329,False,False,衰退,模型A：均值—方差切换,-0.6114630663188827,0.015378141960906477,False,True,滞胀,True,False,False
