date,growth_prob,inflation_prob,growth_high,inflation_high,model_quadrant,model,actual_growth_score,actual_inflation_score,actual_growth_high,actual_inflation_high,actual_quadrant,growth_match,inflation_match,quadrant_match
2019-08-31,0.002665761089991468,0.4256827615657303,False,False,衰退,模型A：均值—方差切换,-0.6783704080419112,-0.040032306262663714,False,False,衰退,True,True,True
2019-09-30,0.002043231250461758,0.49285976832287737,False,False,衰退,模型A：均值—方差切换,-0.5204382284987497,-0.031717518146076734,False,False,衰退,True,True,True
2019-10-31,0.004132496831623384,0.5005920806297953,False,True,滞胀,模型A：均值—方差切换,-0.6949029786761471,0.13452671005683936,False,True,滞胀,True,True,True
2019-11-30,0.014142925727509175,0.499912171277568,False,False,衰退,模型A：均值—方差切换,-0.41540912853200274,0.3409419027803183,False,True,滞胀,True,False,False
2019-12-31,0.08926282092521633,0.499471765663052,False,False,衰退,模型A：均值—方差切换,-0.36503435744321017,0.4406807095827446,False,True,滞胀,True,False,False
2020-01-31,0.5902334623507622,0.5003966672844739,True,True,过热,模型A：均值—方差切换,-1.2101253338652522,0.7440674075805226,False,True,滞胀,False,True,False
2020-02-29,1.0,0.5000463747513995,True,True,过热,模型A：均值—方差切换,-5.486908606904992,0.6360138126615094,False,True,滞胀,False,True,False
2020-03-31,0.9455850045194087,0.4745683241199358,True,False,复苏,模型A：均值—方差切换,-0.5976502028359507,0.27721666644016113,False,True,滞胀,False,False,False
2020-04-30,0.3876010350397785,0.2313408611390851,False,False,衰退,模型A：均值—方差切换,-0.466560958806883,-0.16331250135247888,False,False,衰退,True,True,True
2020-05-31,0.2315604241172513,0.007658788512658736,False,False,衰退,模型A：均值—方差切换,-0.4687007377014625,-0.4666991993502568,False,False,衰退,True,True,True
2020-06-30,0.20404792229587954,8.481187275904183e-05,False,False,衰退,模型A：均值—方差切换,-0.38273251685657617,-0.362802998489537,False,False,衰退,True,True,True
2020-07-31,0.21944385492493568,3.7940847469488844e-05,False,False,衰退,模型A：均值—方差切换,-0.3446107586128577,-0.24366731392580968,False,False,衰退,True,True,True
2020-08-31,0.2847866256015778,1.9108667800277232e-05,False,False,衰退,模型A：均值—方差切换,-0.3061004707760968,-0.27830367539011824,False,False,衰退,True,True,True
2020-09-30,0.5863489147963661,0.00011278351671997988,True,False,复苏,模型A：均值—方差切换,-0.11724292885904439,-0.473636778468883,False,False,衰退,False,True,False
2020-10-31,0.9993486207514493,0.006041912716394189,True,False,复苏,模型A：均值—方差切换,-0.1363038079809036,-0.7894956586415414,False,False,衰退,False,True,False
2020-11-30,0.9989789308460807,0.12209646937065617,True,False,复苏,模型A：均值—方差切换,0.004318741741937054,-0.9862188542504726,True,False,复苏,True,True,True
2020-12-31,0.9970837710839549,0.4722008234617062,True,False,复苏,模型A：均值—方差切换,-0.012213828892298856,-0.6800648547245673,False,False,衰退,False,True,False
2021-01-31,0.9979438843505947,0.49625229152616845,True,False,复苏,模型A：均值—方差切换,1.1758657123183474,-0.7340980939501769,True,False,复苏,True,True,True
2021-02-28,0.662660670838878,0.4991671415193387,True,False,复苏,模型A：均值—方差切换,2.9811925038116738,-0.5526272655764589,True,False,复苏,True,True,True
2021-03-31,0.6034412146753437,0.49997592026937215,True,False,复苏,模型A：均值—方差切换,0.47714109025597207,-0.09548140508285069,True,False,复苏,True,True,True
2021-04-30,0.5149911332801166,0.5000213871253925,True,True,过热,模型A：均值—方差切换,0.015209034878518032,0.3020966131288938,True,True,过热,True,True,True
2021-05-31,0.332849172455178,0.5194662459524372,False,True,滞胀,模型A：均值—方差切换,-0.07581580294161633,0.6511888787034887,False,True,滞胀,True,True,True
2021-06-30,0.17078986255971762,0.6933711221431011,False,True,滞胀,模型A：均值—方差切换,-0.13085866141261313,0.5763815527186177,False,True,滞胀,True,True,True
2021-07-31,0.1140189483549661,0.7239962394808495,False,True,滞胀,模型A：均值—方差切换,-0.36289457854863066,0.5722241586603242,False,True,滞胀,True,True,True
2021-08-31,0.17019515353369974,0.5292701825620993,False,True,滞胀,模型A：均值—方差切换,-0.49923757048230966,0.5749914601884514,False,True,滞胀,True,True,True
2021-09-30,0.5004746643818287,0.5007494388521407,True,True,过热,模型A：均值—方差切换,-0.7528626752278097,0.6816549625772981,False,True,滞胀,False,True,False
2021-10-31,0.5008285601076153,0.500224814123288,True,True,过热,模型A：均值—方差切换,-0.8003206082359351,1.2025260594110634,False,True,滞胀,False,True,False
2021-11-30,0.5004244026658246,0.5003497320713215,True,True,过热,模型A：均值—方差切换,-0.6071835085297224,1.3466061083245513,False,True,滞胀,False,True,False
2021-12-31,0.5003951511466036,0.4998328552676825,True,False,复苏,模型A：均值—方差切换,-0.5330797709368678,0.8478991907802144,False,True,滞胀,False,False,False
2022-01-31,0.5008863671878974,0.49837240710963315,True,False,复苏,模型A：均值—方差切换,-0.6030126933754464,0.5569846749573165,False,True,滞胀,False,False,False
2022-02-28,0.5033230279864146,0.499969424107436,True,False,复苏,模型A：均值—方差切换,0.05925830646574365,0.5237384060231746,True,True,过热,True,False,False
2022-03-31,0.5013211661270476,0.49977802602255184,True,False,复苏,模型A：均值—方差切换,-0.6351920328229461,0.6262573978859336,False,True,滞胀,False,False,False
2022-04-30,0.5787370744634275,0.49890515244936184,True,False,复苏,模型A：均值—方差切换,-1.603985768098358,0.7509405690381206,False,True,滞胀,False,False,False
2022-05-31,0.5154416696805837,0.2712100911899222,True,False,复苏,模型A：均值—方差切换,-0.92557617610367,0.5736271347226961,False,True,滞胀,False,False,False
2022-06-30,0.11371460983442293,0.024393007342635113,False,False,衰退,模型A：均值—方差切换,-0.5809262335380356,0.6456671591794401,False,True,滞胀,True,False,False
2022-07-31,0.033882160892186146,0.02154419279739009,False,False,衰退,模型A：均值—方差切换,-0.816853178870171,0.48775060262531655,False,True,滞胀,True,False,False
2022-08-31,0.02279447124123872,0.023926729960182885,False,False,衰退,模型A：均值—方差切换,-0.7118240789034255,0.2245477526803068,False,True,滞胀,True,False,False
2022-09-30,0.05140185525689986,0.1202679618748869,False,False,衰退,模型A：均值—方差切换,-0.4272736117840345,0.14836321769747488,False,True,滞胀,True,False,False
2022-10-31,0.22164369411099571,0.09705791085956102,False,False,衰退,模型A：均值—方差切换,-0.6923746701885224,-0.27969376792028455,False,False,衰退,True,True,True
2022-11-30,0.8661656693527408,0.00118287766460878,True,False,复苏,模型A：均值—方差切换,-1.1226043040060008,-0.41130163465889225,False,False,衰退,False,True,False
2022-12-31,0.9635385568994818,6.223706949036497e-05,True,False,复苏,模型A：均值—方差切换,-1.3779806580530378,-0.29216595009516494,False,False,衰退,False,True,False
2023-01-31,0.9638836986356043,0.000610758402699617,True,False,复苏,模型A：均值—方差切换,-1.5854012572766853,-0.2242833196967144,False,False,衰退,False,True,False
2023-02-28,0.9779390278132281,7.911599363279114e-05,True,False,复苏,模型A：均值—方差切换,0.9469855096550213,-0.5803131643899355,True,False,复苏,True,True,True
2023-03-31,0.5201633670161782,0.0011055108976758988,True,False,复苏,模型A：均值—方差切换,-0.2568912884664343,-0.7811808705249546,False,False,衰退,False,True,False
2023-04-30,0.1540269355442559,0.00022510034271865957,False,False,衰退,模型A：均值—方差切换,-0.6491962949695573,-1.061013296703138,False,False,衰退,True,True,True
2023-05-31,0.07101399223925506,0.00016465283740335038,False,False,衰退,模型A：均值—方差切换,-0.876564124723372,-1.145512619802557,False,False,衰退,True,True,True
2023-06-30,0.02003809689311294,0.0004243820581023502,False,False,衰退,模型A：均值—方差切换,-0.7736748036512059,-1.2868124836557122,False,False,衰退,True,True,True
2023-07-31,0.006003366524923129,2.228702686917699e-05,False,False,衰退,模型A：均值—方差切换,-0.7668669373744222,-1.2549563072517365,False,False,衰退,True,True,True
2023-08-31,0.0026105419904676975,5.25552742645511e-05,False,False,衰退,模型A：均值—方差切换,-0.6330522539283653,-0.9945207588348539,False,False,衰退,True,True,True
2023-09-30,0.004398993038419531,4.5145521287448424e-05,False,False,衰退,模型A：均值—方差切换,-0.5377478583190706,-0.9654318839590053,False,False,衰退,True,True,True
2023-10-31,0.004821854299666884,7.316930848015473e-05,False,False,衰退,模型A：均值—方差切换,-0.6639776163022562,-1.0291571202991623,False,False,衰退,True,True,True
2023-11-30,0.01930381322642442,0.0004287740731418168,False,False,衰退,模型A：均值—方差切换,-0.5391105780275651,-1.152450198921183,False,False,衰退,True,True,True
2023-12-31,0.12337248843705725,0.0015733840388252854,False,False,衰退,模型A：均值—方差切换,-0.6009613027753455,-1.066560783291598,False,False,衰退,True,True,True
2024-01-31,0.500791705722797,0.0027602762948133255,True,False,复苏,模型A：均值—方差切换,0.8404576500847383,-1.1760044707407775,True,False,复苏,True,True,True
2024-02-29,0.500863925649997,0.0019750050698013467,True,False,复苏,模型A：均值—方差切换,-1.9851976182698516,-0.8033450498143826,False,False,衰退,False,True,False
2024-03-31,0.08186242819311636,7.521200264542416e-05,False,False,衰退,模型A：均值—方差切换,-0.4233825835879179,-0.9723565795454258,False,False,衰退,True,True,True
2024-04-30,0.01961934352081033,1.843800605140896e-05,False,False,衰退,模型A：均值—方差切换,-0.34130539093914813,-0.8864671639158406,False,False,衰退,True,True,True
2024-05-31,0.003999447494144929,3.730332834910689e-05,False,False,衰退,模型A：均值—方差切换,-0.5920136576039811,-0.7645641778239862,False,False,衰退,True,True,True
2024-06-30,0.0021458183028410047,0.0001176783153380772,False,False,衰退,模型A：均值—方差切换,-0.6136028452134636,-0.7243932133034235,False,False,衰退,True,True,True
2024-07-31,0.003773015871785427,0.0004053678829826467,False,False,衰退,模型A：均值—方差切换,-0.6470565160749779,-0.645428493260259,False,False,衰退,True,True,True
2024-08-31,0.016074718193809408,9.557838895911649e-05,False,False,衰退,模型A：均值—方差切换,-0.7474175286595193,-0.7299278163596777,False,False,衰退,True,True,True
2024-09-30,0.06425436841699246,7.81813213356704e-05,False,False,衰退,模型A：均值—方差切换,-0.5492238119780597,-0.8933918595022612,False,False,衰退,True,True,True
2024-10-31,0.019858929777011574,3.9719075374822456e-05,False,False,衰退,模型A：均值—方差切换,-0.49923757048230966,-0.9307955224946967,False,False,衰退,True,True,True
2024-11-30,0.021216970758406496,4.82747943816165e-05,False,False,衰退,模型A：均值—方差切换,-0.45391941636876504,-0.9127887372635621,False,False,衰退,True,True,True
2024-12-31,0.07723564887739733,4.001845630416742e-05,False,False,衰退,模型A：均值—方差切换,-0.434470007653862,-0.9169461313218557,False,False,衰退,True,True,True
2025-01-31,0.500374168680242,1.6361352308661494e-05,True,False,复苏,模型A：均值—方差切换,-1.870774923939594,-0.8116598379309694,False,False,衰退,False,True,False
2025-02-28,0.500288322524187,1.6045345168013342e-05,True,False,复苏,模型A：均值—方差切换,1.3707363263591863,-1.116436628458914,True,False,复苏,True,True,True
2025-03-31,0.13086337852340663,1.615642988712742e-05,False,False,衰退,模型A：均值—方差切换,-0.25028055311901376,-0.9917534573067268,False,False,衰退,True,True,True
2025-04-30,0.019405263448689127,0.00010604141190559443,False,False,衰退,模型A：均值—方差切换,-0.6513360738641383,-1.0139176365961549,False,False,衰退,True,True,True
2025-05-31,0.004069267824814346,0.00010692525637895922,False,False,衰退,模型A：均值—方差切换,-0.577620865864326,-1.080410174464439,False,False,衰退,True,True,True
2025-06-30,0.0026549851700315647,4.7422593852684923e-05,False,False,衰退,模型A：均值—方差切换,-0.46753514892233244,-1.061013296703138,False,False,衰退,True,True,True
2025-07-31,0.003311186653731502,2.465409176353971e-05,False,False,衰退,模型A：均值—方差切换,-0.6229390199778719,-1.0873348700508596,False,False,衰退,True,True,True
2025-08-31,0.013415469927048292,2.8231959795989188e-05,False,False,衰退,模型A：均值—方差切换,-0.6398601202051504,-1.1150465359287476,False,False,衰退,True,True,True
2025-09-30,0.08190951461837379,4.062179753610098e-05,False,False,衰退,模型A：均值—方差切换,-0.4700634574099571,-1.0222324247127417,False,False,衰退,True,True,True
2025-10-31,0.10530763859894339,0.0001121619948550309,False,False,衰退,模型A：均值—方差切换,-0.7376928243020684,-0.868460378684706,False,False,衰退,True,True,True
2025-11-30,0.13424382291445933,0.00029625264254239976,False,False,衰退,模型A：均值—方差切换,-0.7067674619281774,-0.7479346015908124,False,False,衰退,True,True,True
2025-12-31,0.03360627645140073,0.0015451096373739876,False,False,衰退,模型A：均值—方差切换,-0.5064339663521371,-0.6883667593089486,False,False,衰退,True,True,True
2026-01-31,0.01768979384009736,0.01345395931538843,False,False,衰退,模型A：均值—方差切换,-0.5797606447589069,-0.7908857511717078,False,False,衰退,True,True,True
2026-02-28,0.007514764663796472,0.03080906160746303,False,False,衰退,模型A：均值—方差切换,-0.6369432821244831,-0.44593799612320073,False,False,衰退,True,True,True
2026-03-31,0.014377344908802357,0.062904248772042,False,False,衰退,模型A：均值—方差切换,-0.4132693496374233,-0.36975346114036883,False,False,衰退,True,True,True
2006-01-31,0.5714928188498064,0.06134610498752318,True,False,复苏,模型B：切换AR(1)回归,0.4073169104522778,0.14973398492933282,True,True,过热,True,False,False
2006-02-28,0.791066137479309,0.05547155408905948,True,False,复苏,模型B：切换AR(1)回归,0.9470466006893414,-0.11791458440576813,True,False,复苏,True,True,True
2006-03-31,0.5427534424566789,0.04761301775609609,True,False,复苏,模型B：切换AR(1)回归,1.3914776275827943,-0.20186302390600258,True,False,复苏,True,True,True
2006-04-30,0.508434068314193,0.0373254836047468,True,False,复苏,模型B：切换AR(1)回归,1.8388254925569156,-0.1652856863123435,True,False,复苏,True,True,True
2006-05-31,0.5098963166300433,0.033886804482609695,True,False,复苏,模型B：切换AR(1)回归,1.3033696278433267,-0.05058283760650184,True,False,复苏,True,True,True
2006-06-30,0.4884098841505038,0.028078034133460723,False,False,衰退,模型B：切换AR(1)回归,1.2850858079075551,0.0965335128686027,True,True,过热,False,False,False
2006-07-31,0.4422464759781312,0.02652809127028971,False,False,衰退,模型B：切换AR(1)回归,0.7595517784807821,-0.028425100083176558,True,False,复苏,False,True,False
2006-08-31,0.45071681903297883,0.02129236196075915,False,False,衰退,模型B：切换AR(1)回归,0.8210139736355202,0.03059185859950278,True,True,过热,False,False,False
2006-09-30,0.5082844857030765,0.015308308869569732,True,False,复苏,模型B：切换AR(1)回归,1.593173842867329,0.09431709493965987,True,True,过热,True,False,False
2006-10-31,0.4752555761659811,0.011307357272604414,False,False,衰退,模型B：切换AR(1)回归,1.0540240808869885,0.0015029837236540944,True,True,过热,False,False,False
2006-11-30,0.48346184479357607,0.008064604417921074,False,False,衰退,模型B：切换AR(1)回归,1.1827821473577962,0.1198123428886049,True,True,过热,False,False,False
2006-12-31,0.5160725309064168,0.005624468558212942,True,False,复苏,模型B：切换AR(1)回归,1.0730849600088463,0.39216918988118366,True,True,过热,True,False,False
2007-01-31,0.9983102821256181,0.004652924701195923,True,False,复苏,模型B：切换AR(1)回归,1.8506268239441583,0.25640392908428256,True,True,过热,True,False,False
2007-02-28,0.9963880166530162,0.003653398814032119,True,False,复苏,模型B：切换AR(1)回归,0.5979257016708673,0.31043716830989204,True,True,过热,True,False,False
2007-03-31,0.999078720056392,0.0025349642473194837,True,False,复苏,模型B：切换AR(1)回归,1.5295718688180115,0.47944869804093515,True,True,过热,True,False,False
2007-04-30,0.572513281057311,0.0018435507601800073,True,False,复苏,模型B：切换AR(1)回归,1.99170105512483,0.4226481572871987,True,True,过热,True,False,False
2007-05-31,0.4536853856106811,0.0018275189704290936,False,False,衰退,模型B：切换AR(1)回归,1.4893103316797136,0.5168523610333707,True,True,过热,False,False,False
2007-06-30,0.3809085873566791,0.0023935580458047208,False,False,衰退,模型B：切换AR(1)回归,1.3541329285251633,0.7457136166119728,True,True,过热,False,False,False
2007-07-31,0.3057943552907149,0.0024681487602614067,False,False,衰退,模型B：切换AR(1)回归,1.02465283688527,1.0515986161043882,True,True,过热,False,False,False
2007-08-31,0.36636007982189406,0.0026180541473469197,False,False,衰退,模型B：切换AR(1)回归,1.1220970113891457,1.3106569555233105,True,True,过热,False,False,False
2007-09-30,0.5047865660723436,0.0036825824348004927,True,False,复苏,模型B：切换AR(1)回归,1.623125015125769,1.2427743251248597,True,True,过热,True,False,False
2007-10-31,0.5027587698775735,0.006441040323361614,True,False,复苏,模型B：切换AR(1)回归,0.9983955618935847,1.3771494933915946,True,True,过热,True,False,False
2007-11-30,0.503495572706528,0.007190593893877254,True,False,复苏,模型B：切换AR(1)回归,1.3745565273555158,1.63204399698612,True,True,过热,True,False,False
2007-12-31,0.42825894802924114,0.36667309801859693,False,False,衰退,模型B：切换AR(1)回归,1.362692044103484,1.6242800924687175,True,True,过热,False,False,False
2008-01-31,0.4133876782985362,0.01076230051580122,False,False,衰退,模型B：切换AR(1)回归,0.7803639069041786,1.8564595331746305,True,True,过热,False,False,False
2008-02-29,0.438592938347238,0.012894775871441841,False,False,衰退,模型B：切换AR(1)回归,0.8566074233916141,2.335231572890688,True,True,过热,False,False,False
2008-03-31,0.5426526147850432,0.01588881258199173,True,False,复苏,模型B：切换AR(1)回归,1.982364880360422,2.377337071774499,True,True,过热,True,False,False
2008-04-30,0.5072861839136423,0.01772780646826334,True,False,复苏,模型B：切换AR(1)回归,1.9837276000689164,2.4488197708659554,True,True,过热,True,False,False
2008-05-31,0.503723624907937,0.023290089384052828,True,False,复苏,模型B：切换AR(1)回归,0.8807249194887199,2.2493292737288977,True,True,过热,True,False,False
2008-06-30,0.4896236040626844,0.03450026792041476,False,False,衰退,模型B：切换AR(1)回归,0.6329334909045541,2.160108789439795,True,True,过热,False,False,False
2008-07-31,0.5033546112729964,0.060375311031205664,True,False,复苏,模型B：切换AR(1)回归,-0.14681130379012597,2.08141306943012,False,True,滞胀,False,False,False
2008-08-31,0.5069809172714296,0.11903816149001166,True,False,复苏,模型B：切换AR(1)回归,-0.2835428253168486,1.7162356694554328,False,True,滞胀,False,False,False
2008-09-30,0.5234227455183451,0.2137907859493483,True,False,复苏,模型B：切换AR(1)回归,0.14941224791761745,1.5342075157164277,True,True,过热,True,False,False
2008-10-31,0.7190848370070715,0.35669186912674794,True,False,复苏,模型B：切换AR(1)回归,-1.338890441959554,1.0947929986543619,False,True,滞胀,False,False,False
2008-11-30,0.8479246607629,0.49999254919473846,True,False,复苏,模型B：切换AR(1)回归,-2.645920515382544,0.16387170143397173,False,True,滞胀,False,False,False
2008-12-31,0.7163628655880233,0.49948942148967823,True,False,复苏,模型B：切换AR(1)回归,-2.1668702288484454,-0.4988565846182359,False,False,衰退,False,True,False
2009-01-31,0.9998502019523844,0.49993772586406837,True,False,复苏,模型B：切换AR(1)回归,-2.006423148418344,-0.7964139124618592,False,False,衰退,False,True,False
2009-02-28,0.999766949475456,0.4996134919874311,True,False,复苏,模型B：切换AR(1)回归,-0.29871267624259,-1.6048942235234163,False,False,衰退,False,True,False
2009-03-31,0.6874787539173408,0.5193005256696542,True,True,过热,模型B：切换AR(1)回归,0.1550545254152711,-1.6691639016966549,True,False,复苏,True,False,False
2009-04-30,0.5264617336228186,0.49762048174626367,True,False,复苏,模型B：切换AR(1)回归,0.2927602370574446,-1.8146211596081034,True,False,复苏,True,True,True
2009-05-31,0.5010422904832554,0.4976334909708629,True,False,复苏,模型B：切换AR(1)回归,0.33165905448724936,-1.8547921241286662,True,False,复苏,True,True,True
2009-06-30,0.5375341942990731,0.4997336147574405,True,False,复苏,模型B：切换AR(1)回归,0.48025505926600376,-2.0002493820401153,True,False,复苏,True,True,True
2009-07-31,0.5522354938458,0.5000158516848361,True,True,过热,模型B：切换AR(1)回归,0.5065123342576892,-2.0708993139666925,True,False,复苏,True,False,False
2009-08-31,0.7443372305745536,0.49879718524376904,True,False,复苏,模型B：切换AR(1)回归,0.7478844261581151,-1.8752907690883358,True,False,复苏,True,True,True
2009-09-30,0.9889461987936263,0.49908947674572923,True,False,复苏,模型B：切换AR(1)回归,0.9202093974409316,-1.6735902957884377,True,False,复苏,True,True,True
2009-10-31,0.9751957852597279,0.49926167893100504,True,False,复苏,模型B：切换AR(1)回归,1.2500780186738685,-1.468289753795533,True,False,复苏,True,True,True
2009-11-30,0.9883351833336924,0.49998267504941935,True,False,复苏,模型B：切换AR(1)回归,1.4731662906385212,-0.760957667364877,True,False,复苏,True,True,True
2009-12-31,0.9063904687458842,0.4994327128867326,True,False,复苏,模型B：切换AR(1)回归,1.689643827255754,0.00012577472569336862,True,True,过热,True,False,False
2010-01-31,0.9950425459828018,0.4995888932510164,True,False,复苏,模型B：切换AR(1)回归,2.307171152352425,0.185190230026315,True,True,过热,True,False,False
2010-02-28,0.9999996673995184,0.4895192862568355,True,False,复苏,模型B：切换AR(1)回归,0.4026488230700737,0.6196274693974135,True,True,过热,True,False,False
2010-03-31,0.9999164595663355,0.48387696756787374,True,False,复苏,模型B：切换AR(1)回归,1.3749450569485597,0.5982896155067619,True,True,过热,True,False,False
2010-04-30,0.5499707706664017,0.4815488931493794,True,False,复苏,模型B：切换AR(1)回归,1.4677211440702311,0.8033147157000743,True,True,过热,True,False,False
2010-05-31,0.39085122175032483,0.48338203449457023,False,False,衰退,模型B：切换AR(1)回归,1.0310721735690114,0.9177421226063239,True,True,过热,False,False,False
2010-06-30,0.3807455386289774,0.4907551220004241,False,False,衰退,模型B：切换AR(1)回归,0.48647726502038047,0.7853079304689398,True,True,过热,False,False,False
2010-07-31,0.3533957239253998,0.49999999510994153,False,False,衰退,模型B：切换AR(1)回归,0.29334016531416773,0.7166054164378155,True,True,过热,False,False,False
2010-08-31,0.3662151948299556,0.49811054558976714,False,False,衰退,模型B：切换AR(1)回归,0.42462654027260005,0.7116216969807456,True,True,过热,False,False,False
2010-09-30,0.5143906304587768,0.4973412734732641,True,False,复苏,模型B：切换AR(1)回归,0.7817266266126719,0.7390514792929386,True,True,过热,True,False,False
2010-10-31,0.5032674550852066,0.5401787711537133,True,True,过热,模型B：切换AR(1)回归,0.9388817469697484,1.0283069025521807,True,True,过热,True,True,True
2010-11-30,0.31285561176870313,0.4955459548508596,False,False,衰退,模型B：切换AR(1)回归,1.0485789343186982,1.3255952303623142,True,True,过热,False,False,False
2010-12-31,0.08468600080075855,0.48941532377217745,False,False,衰退,模型B：切换AR(1)回归,0.815180297474186,1.1795806470855785,True,True,过热,False,False,False
2011-01-31,0.04648900940960378,0.48775470623077277,False,False,衰退,模型B：切换AR(1)回归,0.6101787145159416,1.3327953677483273,True,True,过热,False,False,False
2011-02-28,0.04746743373269935,0.48100266744020875,False,False,衰退,模型B：切换AR(1)回归,0.5918948945801699,1.414194024783023,True,True,过热,False,False,False
2011-03-31,0.07382013372000423,0.45784871657746185,False,False,衰退,模型B：切换AR(1)回归,0.8134290481726489,1.5386114034952918,True,True,过热,False,False,False
2011-04-30,0.01850036729406276,0.3234452016005382,False,False,衰退,模型B：切换AR(1)回归,0.617375110385769,1.4740437506305817,True,True,过热,False,False,False
2011-05-31,0.00893596891913622,0.6093751631667743,False,True,滞胀,模型B：切换AR(1)回归,0.43863080241921126,1.5157290141617712,True,True,过热,False,True,False
2011-06-30,0.022602739567965026,0.2146513925287402,False,False,衰退,模型B：切换AR(1)回归,0.3584962577356578,1.7734011261101885,True,True,过热,False,False,False
2011-07-31,0.00548237713520427,0.18345487743218003,False,False,衰退,模型B：切换AR(1)回归,0.24121414492383803,1.8452146130318,True,True,过热,False,False,False
2011-08-31,0.0053919632391811485,0.170773708197072,False,False,衰退,模型B：切换AR(1)回归,0.24335392381841756,1.7341118330189649,True,True,过热,False,False,False
2011-09-30,0.01441033509059109,0.1580827896204562,False,False,衰退,模型B：切换AR(1)回归,0.32212574879347783,1.6311024570004662,True,True,过热,False,False,False
2011-10-31,0.06000169951521535,0.10605712900363516,False,False,衰退,模型B：切换AR(1)回归,0.12646034059964023,1.3120952948518458,True,True,过热,False,False,False
2011-11-30,0.16897845673937545,0.08353243663783233,False,False,衰退,模型B：切换AR(1)回归,-0.1979631340650048,0.7251396694363021,False,True,滞胀,True,False,False
2011-12-31,0.18281172183055627,0.049228803621070266,False,False,衰退,模型B：切换AR(1)回归,0.07861387799847105,0.5701957074067794,True,True,过热,False,False,False
2012-01-31,0.6311706148757187,0.30723568846373034,True,False,复苏,模型B：切换AR(1)回归,-0.602903950740562,0.5769904122127272,False,True,滞胀,False,False,False
2012-02-29,0.6950302457798543,0.02145869206787538,True,False,复苏,模型B：切换AR(1)回归,0.8237336807868229,0.157235331179349,True,True,过热,True,False,False
2012-03-31,0.9994156157913507,0.014167326263505798,True,False,复苏,模型B：切换AR(1)回归,0.5475509305820748,0.22373431081373601,True,True,过热,True,False,False
2012-04-30,0.6373991317119713,0.009050220982623345,True,False,复苏,模型B：切换AR(1)回归,0.3985663962102765,0.12897922346837956,True,True,过热,True,False,False
2012-05-31,0.5050883958727466,0.007004362988788947,True,False,复苏,模型B：切换AR(1)回归,-0.13260991071415026,-0.05388169743550478,False,False,衰退,False,True,False
2012-06-30,0.09378708264003653,0.006855187632850792,False,False,衰退,模型B：切换AR(1)回归,-0.17792806482769483,-0.3398124938013325,False,False,衰退,True,True,True
2012-07-31,0.02985566988162921,0.006368536254323379,False,False,衰退,模型B：切换AR(1)回归,-0.21857813155903663,-0.5326472953854595,False,False,衰退,True,True,True
2012-08-31,0.023374572775275652,0.0059656420582756,False,False,衰退,模型B：切换AR(1)回归,-0.41171523126524934,-0.5476048955227719,False,False,衰退,True,True,True
2012-09-30,0.01131307066176937,0.0036184883979009856,False,False,衰退,模型B：切换AR(1)回归,-0.27576076892461426,-0.5816839316217933,False,False,衰退,True,True,True
2012-10-31,0.005994461071270397,0.32117204696349394,False,False,衰退,模型B：切换AR(1)回归,-0.17073166895786734,-0.5467785701239956,False,False,衰退,True,True,True
2012-11-30,0.008396070909131357,0.001179035078983388,False,False,衰退,模型B：切换AR(1)回归,-0.05850617312129425,-0.4057541480704324,False,False,衰退,True,True,True
